"site_no","start_date","end_date","lam1","tau2","tau3","tau4","ar1","amplitude","phase","ma1","ma2","ma3","ma4","ma5","ma6","ma7","ma8","ma9","ma10","ma11","ma12","ma13","ma14","ma15","ma16","ma17","ma18","ma19","ma20","ma21","ma22","ma23","ma24","ma25","ma26","ma27","ma28","ma29","ma30","ma31","ma32","ma33","ma34","ma35","ma36","ma37","ma38","ma39","ma40","ma41","ma42","ma43","ma44","ma45","ml1","ml2","ml3","ml4","ml5","ml6","ml7","ml8","ml9","ml10","ml11","ml12","ml13","ml14","ml15","ml16","ml17","ml18","ml19","ml20","ml21","ml22","mh1","mh2","mh3","mh4","mh5","mh6","mh7","mh8","mh9","mh10","mh11","mh12","mh13","mh14","mh15","mh16","mh17","mh18","mh19","mh20","mh21","mh22","mh23","mh24","mh25","mh26","mh27","fl1","fl2","fl3","fh1","fh2","fh3","fh4","fh5","fh6","fh7","fh8","fh9","fh10","fh11","dl1","dl2","dl3","dl4","dl5","dl6","dl7","dl8","dl9","dl10","dl11","dl12","dl13","dl14","dl15","dl16","dl17","dl18","dl19","dl20","dh1","dh2","dh3","dh4","dh5","dh6","dh7","dh8","dh9","dh10","dh11","dh12","dh13","dh14","dh15","dh16","dh17","dh18","dh19","dh20","dh21","dh22","dh23","dh24","ta1","ta2","ta3","tl1","tl2","tl3","tl4","th1","th2","th3","ra1","ra2","ra3","ra4","ra5","ra6","ra7","ra8","ra9","comment"
"02296260","2004-10-01","2016-09-30",123.885,0.757,0.617,0.356,0.959,0.549,230.747,109.549,22.1,180.932,100.665,4.957,1638.095,110.313,42.768,2.391,1.519,1.213,55.531,73.033,27.744,20.67,34.82,109.201,243.104,237.357,290.024,162.567,26.143,31.471,54.602,53.029,68.861,125.64,133.9,142.04,69.149,72.089,62.334,95.355,63.257,69.749,32.933,4.265,10.795,157.754,2.431,0.57,2.858,1.507,2.809,0.261,9.419,25.524,7.074,2.329,0.343,9.75,70.497,70.402,105.75,23.506,9.079,8.295,237.403,0.004,0.002,0,0.003,145.212,0.181,0.45,190.589,0.002,132.14,160.322,87.631,86.58,140.681,304.077,494.98,547.2,642.03,560.69,84.706,102.152,141.2,32.243,45.249,15.566,4.335,14.162,-1.187,5.168,344.991,260.903,223.439,14.824,19.117,24.533,21.982,3.8,49.31,3.2,5.4,51.052,111.3,70.1,5.5,5.6,4.7,5.4,4.9,2,0.8,0.325,0.19,0.248,1.329,7.735,190.589,182.687,176.528,155.455,145.233,0.015,0.011,0.06,0.101,0.01,24.783,67.549,11.4,134.197,0,992.3,947.567,814.504,492.887,316.966,66.052,63.649,56.337,56.643,63.226,44.9,36.855,22.303,4.704,13.292,93.889,39.652,22.26,16.302,19,68.475,264.1,2.5,339.6,0.205,42.377,0.564,227.859,25.223,0.039,0.06,331.062,26.301,0.652,26.298,253.724,12.065,226.775,0.3,0.153,0.107,57.8,10.814,"weighted"
"02296500","1950-10-01","2016-09-30",260.4,0.73,0.61,0.36,0.967,0.42,238.615,260.401,62,168.285,41.4,4.2,132.321,32.582,18.151,1.184,0.844,0.702,122.882,155.551,194.047,105.661,46.012,276.458,434.161,495.34,697.811,374.198,118.152,100.315,48.423,54.68,72.123,76.793,94.239,96.45,70.495,64.468,65.661,79.651,60.549,51.118,30.016,3.35,7.804,154.831,1.881,0.789,3.3,1.072,2.152,0.301,37.657,46.875,54.729,18.606,8.099,26.015,130.453,154.209,217.898,77.353,29.925,30.82,197.526,0.062,0.018,0.049,0.02,82.663,1.774,0.446,97.318,0.013,297.173,400.197,545.569,318.086,168.923,799.798,1027.377,1137.864,1615.394,1079.823,342.233,265.905,154.174,30.272,39.665,11.952,4.274,8.711,-0.282,7.643,252.368,176.42,150.734,12.181,14.361,20.142,15.444,3.894,56.647,4.175,6.212,51.18,112.379,62.591,6,6.333,4.879,6.212,4.879,2.47,0.924,4.418,4.526,5.049,8.777,30.058,97.318,98.663,101.889,111.429,104.287,0.071,0.081,0.142,0.235,0.09,21.708,68.398,0,NA,0,2522.152,2372.288,2059.623,1243.321,799.245,68.621,67.192,62.923,59.604,56.187,40.68,33.22,20.054,4.164,13.675,60.785,35.559,19.622,13.956,16.051,70.054,269.455,3.167,333.576,0.28,38.076,0.087,233.344,40.639,0.007,0.096,330.096,51.733,0.192,73.517,255.631,29.421,232.529,0.27,0.143,0.094,69.394,15.326,"none"
"02296750","1931-10-01","2016-09-30",1045.02,0.62,0.54,0.32,0.976,0.46,239.46,1045.022,443,129.698,18.227,2.359,24.906,9.085,6.031,0.528,0.362,0.295,589.105,699.52,796.335,545.012,304.017,1012.128,1658.864,1900.031,2562.322,1447.215,535.101,475.372,31.104,37.334,44.186,48.429,51.325,68.631,48.558,44.794,51.858,59.028,37.914,30.846,17.785,1.959,4.542,126.519,0.881,0.765,2.539,0.713,1.78,0.112,289.688,314.061,331.393,211.087,123.742,204.032,677.307,865.353,1001.318,472.64,272.366,261.939,126.372,0.209,0.097,0.207,0.109,51.633,9.685,0.573,68.556,0.07,1128.592,1492.272,1812.473,1276.806,757.795,2582.635,3197.412,3712.341,5551.976,3456.494,1200.235,935.013,137.682,14.069,18.51,5.959,2.641,7.271,0.082,5.671,105.278,67.233,54.491,5.312,7.718,13.004,7.093,4.494,69.575,3.043,6.294,48.959,81.776,28.988,6.482,5.765,3.047,6.294,5.588,2.847,0.765,95.904,99.175,107.099,144.292,242.003,68.556,68.008,67.058,70.433,67.822,0.216,0.242,0.326,0.438,0.239,14.875,147.269,0,NA,0,7752.529,7457.408,6684.176,4223.349,2855.966,74.035,70.311,64.475,56.057,54.073,17.5,15.088,9.534,3.668,12.333,79.122,32.39,15.62,10.224,15.908,59.54,284.582,3.741,337.835,0.518,59.508,0.065,231.731,32.799,0.004,0.148,335.62,52.121,0.205,187.868,226.971,95.872,211.802,0.325,0.09,0.068,81.8,21.417,"none"
"02297100","1950-10-01","2016-09-30",110.988,0.725,0.662,0.448,0.869,0.395,233.393,110.988,28.046,206.435,40.019,4.454,60.394,14.38,8.472,1.225,0.811,0.655,49.52,56.922,77.745,32.984,28.316,148.751,196.233,210.793,300.142,149.291,40.175,38.727,51.67,58.528,75.245,74.207,82.846,98.692,81.38,78.435,87.623,89.33,59.266,48.934,28.308,3.295,7.829,146.38,1.898,0.841,1.977,0.809,1.565,0.116,17.563,18.506,18.355,9.072,6.365,14.854,45.192,48.491,66.979,24.216,14.321,13.988,144.001,0.138,0.044,0.129,0.051,60.638,4.39,0.357,72.133,0.035,159.815,185.534,366.163,126.028,114.958,619.035,696.397,635.585,1111.885,702.924,141.307,119.938,173.149,57.331,48.605,11.483,3.592,8.768,0.243,14.696,169.625,133.283,115.142,16.109,20.837,28.263,22.304,5.877,54.26,3.599,8.492,40.027,98.631,55.077,8.831,8.693,6.923,8.492,7.077,2.585,0.692,4.601,4.927,5.346,7.959,16.197,72.133,70.477,68.203,60.391,70.566,0.144,0.17,0.262,0.451,0.249,14.531,65.425,0.277,435.74,0,1939.862,1579.503,1135.822,566.956,339.604,70.457,64.859,56.874,49.577,45.804,83.963,48.159,23.922,3.941,10.41,58.783,22.821,12.106,8.174,11.386,44.525,273.407,1.2,333.923,0.318,44.824,0.166,235.486,40.573,0.011,0.026,324.202,54.892,0.354,57.472,323.676,24.287,324.927,0.274,0.193,0.118,92.092,14.547,"weighted"
"02297155","1977-10-01","2016-09-30",31.51,0.75,0.64,0.41,0.78,0.35,234.423,31.512,6.7,207.943,111.216,4.703,302.963,39.364,18.294,3.004,1.931,1.528,16.943,17.776,24.274,11.899,6.131,35.506,48.365,72.982,89.051,29.281,11.788,13.645,79.441,75.385,92.161,108.952,NA,131.628,83.354,71.016,91.621,99.821,79.98,72.635,27.894,3.587,8.459,149.809,1.956,0.75,2.082,0.673,1.403,-0.032,4.27,5.232,5.135,1.714,0.738,3.084,12.618,20.848,21.504,7.255,2.616,2.743,180.557,0.033,0.012,0.005,0.015,171.276,1.169,0.383,258.708,0.011,80.633,85.503,119.24,56.435,31.312,181.036,167.218,244.592,389.308,124.691,66.001,63.977,187.453,71.064,50.23,12.209,4.642,13.96,-0.671,14.845,185.777,158.113,105.77,17.514,24.582,30.421,27.446,5,62.07,5.444,8.154,47.46,112.667,68.692,8.744,8.103,8.385,8.154,6,2.333,0.821,0.472,0.322,0.389,0.918,2.956,258.708,164.918,161.196,150.159,139.55,0.07,0.058,0.137,0.254,0.04,14.5,99.027,9.256,158.557,2,623.487,458.515,308.553,150.75,96.428,80.148,78.784,69.513,52.185,44.289,93.058,46.053,22.5,4.008,11.1,82.733,22.887,14.895,8.642,11.936,54.306,249.513,1.077,326.564,0.176,28.834,0.115,223.672,56.683,0.01,0.03,337.41,55.111,0.205,22.034,356.291,8.047,396.015,0.249,0.253,0.142,88.821,12.824,"none"
"02297310","1950-10-01","2016-09-30",183.495,0.744,0.626,0.394,0.936,0.405,238.925,183.498,44.675,182.962,47.094,4.104,137.074,33.737,17.786,1.289,0.923,0.754,91.112,103.553,139.025,66.904,26.792,173.749,298.276,410.844,499.425,248.492,81.029,58.54,52.802,57.186,71.735,79.596,95.437,99.255,75.419,65.053,69.715,86.882,63.135,49.658,29.227,3.44,7.931,156.406,1.861,0.842,2.798,0.84,1.599,0.135,28.167,33.956,38.74,11.316,4.998,14.75,70.303,122.52,143.649,46.135,18.278,20.849,172.033,0.049,0.017,0.034,0.02,134.098,1.675,0.434,123.105,0.013,234.369,281.063,432.274,210.111,97.574,650.625,917.092,1102.735,1409.703,912.04,301.684,167.958,177.162,39.456,40.904,11.177,3.994,9.992,-0.026,10.693,234.492,162.802,124.781,14.366,16.412,22.637,17.758,3.578,59.394,3.834,6.312,44.15,108.812,59.125,6.235,6.64,5.641,6.312,4.5,2.36,0.937,2.891,2.828,3.182,5.764,19.721,123.105,123.51,119.802,124.399,113.272,0.065,0.072,0.129,0.229,0.085,21.145,89.418,0.829,472.975,0,2331.125,2067.62,1679.23,917.098,578.936,80.541,77.862,71.885,58.505,54.772,52.043,37.512,20.508,3.911,14.154,48.947,33.78,18.122,11.28,16.03,77.203,254.899,2.25,337.265,0.249,37.957,0.16,233.23,40.922,0.012,0.066,336.873,44.101,0.27,68.695,301.45,27.688,302.13,0.268,0.173,0.103,76.938,15.073,"weighted"
"02298123","1963-10-01","2016-09-30",214.7,0.695,0.581,0.327,0.962,0.544,235.105,214.701,63.905,157.448,34.597,3.532,70.49,18.519,10.401,1.034,0.703,0.565,93.465,122.16,137.724,59.462,39.002,264.196,400.856,448.571,551.71,285.584,92.43,76.581,45.738,49.004,67.817,65.512,71.007,94.077,54.716,58.797,58.253,69.878,54.302,46.732,21.605,3.19,7.93,138,1.754,0.922,1.927,0.786,1.536,0.15,34.045,37.618,38.379,16.376,11.158,38.803,142.881,151.732,207.528,71.449,32.138,28.723,165.792,0.086,0.028,0.08,0.034,69.915,2.836,0.52,96.801,0.028,205.509,258.763,411.026,167.103,126.243,762.002,863.488,1015.512,1104.14,731.521,240.879,170.895,135.727,32.877,29.386,10.778,3.613,7.093,-0.031,8.179,169.64,136.962,117.335,8.319,11.577,17.512,12.648,4.931,59.426,4.699,5.884,46.047,99.837,57.349,7.023,6.116,4.232,5.884,5.954,2.279,0.744,6.442,6.854,7.784,13.672,28.531,96.801,99.8,97.806,98.31,77.818,0.1,0.123,0.211,0.359,0.158,16.845,79.763,0.116,200,0,1905.791,1775.791,1582.665,1023.467,638.917,52.566,50.179,47.807,44.15,41.183,31.862,26.367,17.312,3.896,15.205,92.507,29.469,17.928,14.783,16.816,54.763,270.826,2.605,333.372,0.331,47.747,0.204,227.695,34.909,0.017,0.045,322.946,47.572,0.372,47.443,265.258,23.329,204.213,0.315,0.132,0.094,94.791,14.662,"weighted"
"02298202","1965-10-01","2016-09-30",357.24,0.665,0.56,0.335,0.944,0.54,232.445,357.241,130,145.012,29.789,2.752,55.672,12.255,7.561,0.824,0.515,0.415,162.555,180.382,216.661,92.833,71.656,507.92,684.689,717.149,870.746,463.717,162.049,147.467,42.125,48.553,72.153,88.332,103.154,84.468,49.789,55.994,57.634,69.978,50.003,40.334,17.671,3.004,6.649,130.281,1.409,0.958,1.706,0.717,1.452,0.093,64.088,61.329,53.32,25.005,19.137,67.401,263.68,253.13,320.925,132.834,65.394,59.232,147.045,0.057,0.024,0.005,0.033,137.12,2.347,0.521,162.855,0.028,356.212,385.702,658.762,257.566,239.825,1517.409,1471.5,1677.432,2125.272,1362,397.568,300.343,134.966,24.96,22.594,7.55,2.912,6.925,-0.254,8.549,111.52,79.706,55.358,5.984,9.773,14.403,9.604,5.909,54.999,3.608,7.09,43.516,88.023,40.5,7.864,6.818,5,7.09,7.045,1.887,0.886,10.412,9.874,11.911,24.983,52.578,162.855,166.355,155.685,121.111,89.999,0.08,0.092,0.192,0.384,0.139,13.892,91.665,10.886,152.718,1,3188.591,2874.985,2434.669,1547.084,1018.086,51.311,51.172,50.496,49.017,44.06,24.581,18.76,11.917,3.832,12.933,68.03,26.647,14.033,8.668,14.016,44.966,250.261,2.5,326.705,0.364,52.475,0.208,207.715,41.096,0.012,0.054,319.928,54.641,0.386,89.27,275.089,51.277,200.82,0.332,0.138,0.112,96.682,10.639,"weighted"
"02298488","1999-10-01","2016-09-30",31.141,0.732,0.679,0.479,0.687,0.41,228.308,31.143,7.24,240.929,60.996,4.181,45.805,12.997,7.924,1.873,1.286,1.041,12.687,10.954,8.446,6.953,5.286,56.629,61.039,77.701,94.524,22.354,5.814,10.884,59.63,56.077,70.121,90.281,99.023,124.21,95.903,85.786,115.743,91.66,55.233,50.478,20.112,3.433,9.012,143.02,1.824,1.067,1.28,0.743,1.28,0.056,4.085,4.511,3.024,1.724,1.495,2.587,11.143,19.445,15.361,4.561,2.739,3.023,132.446,0.098,0.03,0.11,0.04,68.36,3.018,0.305,89.681,0.028,56.105,44.412,32.901,31.791,22.156,514.597,226.179,304.964,566.607,120.664,19.795,36.37,206.523,81.661,45.511,9.575,3.349,12.016,0.154,34.122,143.48,108.122,85.138,19.136,26.38,33.989,28.583,8.143,45.556,4.679,9.5,24.012,98.143,48.928,9.643,9.857,8.928,9.5,9.143,3,0.786,0.837,0.817,0.962,1.886,3.959,89.681,93.971,86.528,67.981,59.985,0.116,0.132,0.257,0.426,0.229,10.552,62.614,0,NA,0,996.357,696.91,412.18,154.242,94.103,76.472,70.672,67.614,50.099,44.303,128.854,54.189,20.321,4.602,10.9,33.722,20.622,10.575,5.685,10.156,33.211,254.214,0.929,333.429,0.19,49.144,0.327,235.162,45.312,0.04,0.007,334.382,31.214,0.703,22.997,408.507,10.161,520.461,0.312,0.186,0.127,106.643,9.48,"weighted"
"02298495","1999-10-01","2016-09-30",7.11,0.78,0.71,0.53,0.694,0.32,220.194,7.113,1.7,244.6,NA,4.184,258.333,16.958,8.14,10.467,5.335,3.952,3.751,3.851,3.266,2.489,1.434,13.53,14.59,14.861,17.987,4.202,2.176,3.185,105.436,88.766,110.642,NA,NA,184.415,133.368,120.548,131.879,125.222,93.161,105.665,21.477,2.473,5.794,144.659,1.254,1.81,1.803,0.591,1.253,-0.046,0.999,1.183,0.522,0.161,0.037,0.204,1.612,1.916,2.106,0.655,0.349,0.583,133.823,0.011,0.003,0,0.005,263.802,0.319,0.213,350.067,0.007,25.039,22.695,24.386,20.419,13.027,89.686,73.982,78.865,118.248,32.615,15.461,22.196,156.587,88.079,55.139,9.118,2.729,13.973,0.334,46.577,100.117,80.034,62.359,20.669,27.811,32.871,26.271,7.353,43.259,6,13.588,35.204,85.765,46.176,13.412,13.294,12.824,13.588,8.412,3.118,1.118,0.026,0.038,0.049,0.26,0.969,350.067,265.487,238.431,187.644,103.39,0.016,0.029,0.153,0.335,0.035,12,62.785,29.529,82.301,4,183.047,123.394,75.306,32.052,19.665,77.073,77.972,71.622,58.789,55.065,107.675,44.297,18.854,4.009,6.529,48.579,14.258,6.627,3.651,6.924,36.63,238.5,0.765,329.765,0.206,40.116,0.222,194.815,60.483,0.027,0.016,310.804,54.322,0.493,7.654,273.73,3.522,357.208,0.286,0.336,0.223,104.706,14.891,"none"
"02298530","1999-10-01","2016-09-30",22.18,0.67,0.64,0.47,0.772,0.37,218.562,22.184,8.32,206.285,50.167,2.666,25.421,7.688,4.925,1.527,0.963,0.753,8.37,11.568,13.679,11.422,10.68,34.942,41.382,50.257,54.701,16.561,4.792,7.484,68.494,55.177,65.148,74.824,103.554,123.843,92.977,82.183,107.18,94.255,52.223,67.534,12.967,1.664,4.564,123.837,0.832,3.366,1.348,0.59,1.108,0.09,2.846,4.688,4.909,3.118,1.927,2.885,9.493,12.734,10.269,3.451,1.982,1.984,110.183,0.129,0.051,0.136,0.061,51.977,5.061,0.324,62.913,0.179,30.991,39.191,47.318,47.375,64.644,202.753,155.488,206.576,296.106,91.856,14.759,27.158,174.402,43.869,28.365,5.805,2.368,12.572,0.214,74.623,46.149,42.415,39.725,7.575,14.049,21.652,12.695,11.059,42.59,4.333,12.412,30.555,72.059,29.882,16,11.529,7.529,12.412,12,2.941,0.647,1.181,1.173,1.295,2.024,4.595,62.913,50.275,52.034,50.601,52.177,0.142,0.156,0.243,0.481,0.228,8.143,42.555,0,NA,0,491.765,370.655,242.425,96.526,59.303,77.342,73.713,64.545,47.253,38.406,59.106,29.138,11.602,3.174,6.786,41.358,12.031,6.414,4.032,7.541,24.614,270.294,0.941,338.588,0.207,40.411,0.211,262.174,79.622,0.019,0.011,324.491,45.864,0.688,12.714,373.032,6.596,372.08,0.336,0.198,0.151,120.118,9.753,"none"
"02298608","1963-10-01","2016-09-30",152.35,0.721,0.63,0.398,0.879,0.376,229.701,152.352,40.366,189.786,40.788,3.791,94.683,20.822,11.592,1.2,0.819,0.661,78.525,87.245,107.173,56.911,30.92,194.713,270.515,355.401,385.618,135.624,59.918,62.735,62.839,62.538,81.971,88.404,118.484,117.496,80.931,67.55,85.926,96.896,56.564,58.199,17.911,2.584,5.889,139.704,1.235,1.219,2.596,0.731,1.236,0.115,23.73,26.314,24.672,9.125,4.308,11.766,62.382,97.742,78.882,25.098,14.516,15.88,164.856,0.047,0.015,0.03,0.019,94.751,1.523,0.364,113.64,0.018,235.595,321.429,431.011,235.373,133.089,955.856,759.147,1019.971,1384.396,547.381,244.244,211.746,179.292,58.147,37.127,10.043,3.707,8.718,Inf,19.014,159.331,120.616,85.687,13.027,17.83,22.835,19.154,5.171,43.62,3.811,7.586,39.068,102.805,55.634,7.951,7.659,6.927,7.586,6.171,2.195,0.829,2.226,2.546,3.012,6.152,17.642,113.64,108.291,100.381,102.762,77.046,0.054,0.073,0.15,0.324,0.124,17.264,78.67,2.878,344.916,0,2376.78,2069.577,1490.244,709.777,438.838,83.693,78.604,65.773,47.025,46.445,58.815,36.923,17.703,3.951,11.915,60.292,25.517,14.26,8.442,12.716,52.563,257.512,1.391,337.146,0.273,42.351,0.186,237.25,38.275,0.014,0.042,326.658,46.022,0.205,71.456,354.981,28.066,361.581,0.269,0.196,0.119,78.683,18.445,"weighted"
"02298760","1984-10-01","2016-09-30",19.997,0.832,0.766,0.58,0.815,0.306,223.759,20,2.604,268.417,NA,7.74,232.607,24.84,11.516,5.722,3.378,2.571,6.944,6.713,12.222,7.067,5.309,31.594,29.458,58.538,63.605,10.394,2.633,5.133,89.56,79.907,98.835,153.484,NA,NA,124.441,103.522,113.274,108.885,56.005,72.949,42.462,3.932,12.1,183.183,2.999,1,2.369,1.032,2.022,0.041,1.394,1.781,1.61,0.739,0.264,0.766,2.286,6.904,5.73,1.755,1.099,0.99,169.904,0.033,0.006,0.002,0.007,178.494,0.588,0.22,220.451,0.008,32.9,37.752,74.572,46.718,33.153,246.725,138.292,225.003,313.168,58.697,8.79,24.852,243.41,139.891,115.687,17.577,3.732,19.547,-0.622,28.852,339.33,263.384,253.584,41.916,47.014,59.534,52.16,5.039,71.949,6.252,8.615,39.206,102.884,65.923,8.308,9.154,8.115,8.615,6,2.5,0.654,0.158,0.175,0.207,0.488,1.455,220.451,213.215,206.254,158.428,119.822,0.06,0.079,0.185,0.327,0.077,17.032,77.068,22.654,132.711,2.423,577.046,446.634,291.669,120.713,66.682,107.212,90.113,77.931,63.507,61.888,220.206,112.234,46.633,5.13,10.534,39.056,24.295,11.856,8.59,11.014,54.172,281.712,1.038,342.308,0.203,40.053,0.307,231.786,47.901,0.03,0.022,316.605,50.124,0.577,15.156,424.945,6.467,511.652,0.265,0.247,0.151,75.692,24.153,"weighted"
"02298830","1936-10-01","2016-09-30",250.65,0.71,0.57,0.33,0.964,0.51,240.577,250.653,80,160.693,NA,3.133,474.286,39.137,18.933,1.406,0.837,0.671,114.85,124.421,151.301,90.187,40.185,199.169,424.455,615.71,680.557,371.84,104.578,81.705,52.819,NA,NA,NA,NA,NA,65.187,45.238,51.969,67.137,55.822,47.318,23.583,2.94,6.864,144.146,1.389,1.095,2.518,0.732,1.213,0.113,45.712,51.61,55.03,28.785,15.383,19.881,169.335,248.86,268.241,102.947,38.877,35.193,161.168,0.042,0.019,0.003,0.021,169.78,1.92,0.613,165.357,0.02,232.565,277.049,345.948,202.252,97.909,761.132,988.45,1258.825,1599.688,993.263,238.137,171.21,175.983,24.036,27.375,8.3,3.55,9.116,0.234,10.976,295.61,206.855,127.428,12.891,15.06,19.913,15.624,2.125,67.958,2.451,3.675,46.181,103.287,45.788,3.975,3.737,3.175,3.675,3.112,1.75,0.775,4.569,4.694,5.08,8.065,28.254,165.357,165.695,161.37,144.228,135.167,0.057,0.064,0.101,0.188,0.017,31.25,103.652,22.825,150.604,29,2513.613,2406.446,2062.579,1174.026,776.538,80.36,77.009,68.148,47.351,46.067,31.42,25.782,14.675,4.05,24.167,58.993,59.183,33.453,16.28,29.325,127.579,267.5,2.275,340.7,0.258,37.913,0.061,205.721,56.615,0.005,0.063,335.779,47.165,0.227,51.733,338.699,24.242,308.08,0.274,0.095,0.068,42.05,21.047,"none"
"02299861","1991-10-01","2016-09-30",6.04,0.67,0.67,0.5,0.575,0.27,229.91,6.04,2.3,225.562,106.127,2.626,17.143,6.357,4.25,3.412,2.221,1.737,3.732,3.531,4.31,3.233,2.173,8.36,8.977,12.478,13.647,5.558,3.235,3.16,87.06,77.268,95.805,106.139,109.805,136.921,112.846,102.536,140.809,89.677,68.082,74.441,17.289,1.552,4.639,124.94,0.874,1.23,2.149,0.845,1.45,0.141,1.508,1.622,1.689,1.181,0.758,0.9,2.543,3.357,3.595,2.12,1.502,1.299,103.52,0.182,0.072,0.171,0.089,55.82,7.153,0.38,71.713,0.087,23.505,20.347,28.688,19.379,14.157,59.328,51.104,69.502,98.298,29.691,21.868,18.571,157.35,51.467,29.393,5.217,2.217,12.874,0.004,32.788,45.851,30.439,29.996,9.225,14.046,23.588,12.129,9.68,49.158,2.7,16.48,26.399,68.36,24.52,15.68,15.48,10.08,16.48,10.84,2.72,0.52,0.427,0.437,0.514,0.946,1.733,71.713,74.196,77.341,76.911,72.347,0.186,0.224,0.411,0.522,0.304,8.2,48.553,0,NA,0,160.988,98.439,55.574,25.405,16.531,61.918,77.682,70.444,55.306,54.717,69.995,24.162,11.046,3.886,5.292,55.12,12.183,4.509,2.452,5.672,27.262,286.76,0.52,339.2,0.133,27.08,0.167,242.821,40.564,0.013,0.008,336.108,48.406,0.26,6.772,319.843,2.513,429.279,0.247,0.225,0.109,117.4,10.251,"none"
"02299950","1966-10-01","2016-09-30",74.99,0.74,0.69,0.48,0.687,0.34,226.596,74.989,18.2,228.677,41.694,4.12,39.348,10.897,6.679,1.266,0.823,0.654,37.82,40.784,53.196,23.85,22.452,104.935,131.913,179.962,186.119,56.106,29.135,32,67.557,74.414,83.971,91.94,106.5,126.061,100.882,107.116,117.865,103.556,65.335,61.137,19.498,2.979,7.032,131.498,1.449,1.148,2.131,0.53,1.001,0.064,12.221,12.661,10.48,5.37,3.44,6.577,20.661,27.68,24.516,11.603,9.034,9.521,120.185,0.132,0.036,0.131,0.041,75.993,3.57,0.253,87.014,0.04,187.186,212.328,307.953,127.936,149.579,683.706,580.52,798.28,1044.486,339.946,200.168,152.391,170.526,84.931,46.468,9.945,3.082,8.18,0.332,27.444,118.684,85.197,70.228,17.085,23.375,31.397,23.889,8.16,53.064,3.432,11.68,36.751,93.54,50.38,11.14,11.92,10.32,11.68,9.02,2.18,0.58,2.613,2.698,2.987,5.075,10.795,87.014,84.961,84.209,82.207,65.682,0.144,0.164,0.279,0.462,0.253,10.006,73.391,0,NA,0,1792.12,1202.227,772.588,348.033,213.083,70.188,63.373,51.02,36.978,35.627,98.468,42.45,19.123,3.892,7.739,39.296,17.556,8.12,4.978,8.094,33.717,276.02,0.64,342.2,0.28,39.062,0.1,237.041,33.968,0.008,0.016,326.547,46.856,0.241,59.148,337.651,28.236,386.986,0.308,0.204,0.146,105.72,20.055,"none"
"02300018","2000-10-01","2016-09-30",71.86,0.76,0.72,0.52,0.836,0.39,223.484,71.86,15.7,225.682,41.543,4.577,40.132,9.648,5.275,1.341,0.823,0.604,29.391,26.954,31.711,29.087,18.708,120.203,139.582,169.86,212.461,39.279,17.536,26.522,64.921,58.201,72.329,110.455,81.938,115.463,98.445,84.937,117.071,111.767,63.091,54.397,25.534,2.87,8.906,144.591,1.939,1.42,2.179,0.618,1.283,0.054,8.607,11.914,10.773,7.117,4.407,7.133,21.841,29.985,19.558,9.096,6.648,7.499,116.592,0.169,0.046,0.171,0.056,87.662,4.609,0.238,85.398,0.053,154.785,102.558,150.577,186.13,83.851,630.596,513.094,534.763,1099.612,283.279,81.146,123.707,181.956,79.013,58.936,11.592,2.611,10.598,0.27,30.493,117.226,107.911,92.43,14.79,24.437,30.169,22.831,6.75,73.678,4.417,11.625,35.52,84.25,53.438,12.688,11.188,9.938,11.625,7.625,2.625,0.562,2.704,3.077,3.29,5.02,10.002,85.398,79.235,75.269,64.32,80.092,0.172,0.21,0.32,0.495,0.289,10.792,109.423,0.312,400,0,1542.938,1246.833,860.915,340.012,219.092,86.055,69.21,59.675,45.646,41.497,98.276,54.835,21.657,4.168,7.652,54.397,15.326,7.837,5.516,8.151,40.583,289.969,1.062,342.875,0.311,48.594,0.2,253.048,70.286,0.015,0.016,328.373,50.367,0.466,40.499,329.825,22.251,350.349,0.342,0.157,0.118,115.75,15.629,"none"
"02300033","2006-10-01","2016-09-30",33.99,0.79,0.74,0.55,0.77,0.39,221.894,33.988,6.23,250.348,68.329,5.455,52.116,14.028,8.14,2.161,1.444,1.146,10.23,10.95,12.631,13.906,9.989,62.063,61.285,89.575,104.86,19.405,4.814,7.742,73.05,58.202,82.769,129.754,118.756,142.546,131.591,98.306,114.473,102.214,55.711,56.784,24.285,3.351,13.263,155.685,2.676,1.327,1.828,0.651,1.786,0.072,2.655,3.923,2.363,1.717,0.912,2.654,6.593,14.997,13.103,3.944,2.194,2.519,132.247,0.088,0.018,0.065,0.024,63.327,1.846,0.206,85.066,0.021,44.531,41.334,73.232,109.767,88.914,314.42,370.29,442.02,564.74,118.23,16.916,39.092,165.776,127.991,85.467,11.544,3.371,14.325,-2.01,33.296,183.843,124.478,122.372,23.224,27.785,42.756,29.691,8.8,49.33,6.5,12,25.76,98,57.8,10.2,12.3,9.9,12,9.7,2.3,0.7,0.53,0.543,0.62,1.081,2.844,85.066,75.361,65.53,47.288,49.006,0.085,0.099,0.173,0.414,0.222,10.367,37.357,0,NA,0,852.7,668.733,429.756,179.261,94.746,50.78,55.185,46.636,47.444,49.838,136.87,68.982,28.774,5.107,7.936,57.948,19.426,8.305,6.021,7.93,31.114,244.2,1,339,0.183,42.485,0.273,215.041,54.954,0.024,0.008,323.107,42.373,0.734,26.02,318.079,12.344,368.599,0.322,0.211,0.154,116,13.25,"none"
